run,repetition,Module,Name,Value
Second_exit_9-0-20191017-13:44:06-1966,0,ResponseTimeNetwork.sink,lifeTimeU1:max,18686.140616934
Second_exit_9-1-20191017-13:44:07-1968,1,ResponseTimeNetwork.sink,lifeTimeU1:max,19530.510626114
Second_exit_9-10-20191017-13:44:10-1982,10,ResponseTimeNetwork.sink,lifeTimeU1:max,19860.813014764
Second_exit_9-11-20191017-13:44:11-1985,11,ResponseTimeNetwork.sink,lifeTimeU1:max,19465.535849227
Second_exit_9-12-20191017-13:44:12-1988,12,ResponseTimeNetwork.sink,lifeTimeU1:max,16188.986739213
Second_exit_9-13-20191017-13:44:12-1991,13,ResponseTimeNetwork.sink,lifeTimeU1:max,19171.528364465
Second_exit_9-14-20191017-13:44:12-1994,14,ResponseTimeNetwork.sink,lifeTimeU1:max,22731.355333253
Second_exit_9-15-20191017-13:44:13-1997,15,ResponseTimeNetwork.sink,lifeTimeU1:max,15967.665435031999
Second_exit_9-16-20191017-13:44:13-2000,16,ResponseTimeNetwork.sink,lifeTimeU1:max,16372.679600544
Second_exit_9-17-20191017-13:44:14-2004,17,ResponseTimeNetwork.sink,lifeTimeU1:max,21789.233283425
Second_exit_9-18-20191017-13:44:14-2007,18,ResponseTimeNetwork.sink,lifeTimeU1:max,19529.673673947
Second_exit_9-19-20191017-13:44:15-2010,19,ResponseTimeNetwork.sink,lifeTimeU1:max,21340.273746085
Second_exit_9-2-20191017-13:44:07-1970,2,ResponseTimeNetwork.sink,lifeTimeU1:max,22545.416222287004
Second_exit_9-3-20191017-13:44:08-1973,3,ResponseTimeNetwork.sink,lifeTimeU1:max,18259.347210867
Second_exit_9-4-20191017-13:44:08-1975,4,ResponseTimeNetwork.sink,lifeTimeU1:max,18082.213729691
Second_exit_9-5-20191017-13:44:08-1977,5,ResponseTimeNetwork.sink,lifeTimeU1:max,16388.972230446
Second_exit_9-6-20191017-13:44:09-1978,6,ResponseTimeNetwork.sink,lifeTimeU1:max,19714.784627681
Second_exit_9-7-20191017-13:44:09-1979,7,ResponseTimeNetwork.sink,lifeTimeU1:max,22776.923899281002
Second_exit_9-8-20191017-13:44:10-1980,8,ResponseTimeNetwork.sink,lifeTimeU1:max,20482.720482881003
Second_exit_9-9-20191017-13:44:10-1981,9,ResponseTimeNetwork.sink,lifeTimeU1:max,18987.208483429
