Run,Repetition,Module,Name,Value
First_exit_9-0-20191023-00:19:41-5120,0,ResponseTimeNetwork.sink,lifeTime:mean,1874.0807057268
First_exit_9-1-20191023-00:19:42-5131,1,ResponseTimeNetwork.sink,lifeTime:mean,1901.4957513801
First_exit_9-10-20191023-00:19:51-5173,10,ResponseTimeNetwork.sink,lifeTime:mean,2068.6188611311
First_exit_9-11-20191023-00:19:52-5180,11,ResponseTimeNetwork.sink,lifeTime:mean,2107.5849790782
First_exit_9-12-20191023-00:19:53-5184,12,ResponseTimeNetwork.sink,lifeTime:mean,1939.8809504404
First_exit_9-13-20191023-00:19:53-5187,13,ResponseTimeNetwork.sink,lifeTime:mean,2141.145032949
First_exit_9-14-20191023-00:19:54-5188,14,ResponseTimeNetwork.sink,lifeTime:mean,2315.9706193245
First_exit_9-15-20191023-00:19:55-5189,15,ResponseTimeNetwork.sink,lifeTime:mean,1942.1492266026999
First_exit_9-16-20191023-00:19:56-5192,16,ResponseTimeNetwork.sink,lifeTime:mean,1727.3848565074
First_exit_9-17-20191023-00:19:56-5195,17,ResponseTimeNetwork.sink,lifeTime:mean,2326.9924127445997
First_exit_9-18-20191023-00:19:57-5197,18,ResponseTimeNetwork.sink,lifeTime:mean,2277.6645644212
First_exit_9-19-20191023-00:19:58-5201,19,ResponseTimeNetwork.sink,lifeTime:mean,2406.0645735931
First_exit_9-2-20191023-00:19:43-5135,2,ResponseTimeNetwork.sink,lifeTime:mean,2265.2945936251
First_exit_9-3-20191023-00:19:44-5139,3,ResponseTimeNetwork.sink,lifeTime:mean,2188.4026639797
First_exit_9-4-20191023-00:19:45-5144,4,ResponseTimeNetwork.sink,lifeTime:mean,1999.1819870233999
First_exit_9-5-20191023-00:19:46-5147,5,ResponseTimeNetwork.sink,lifeTime:mean,2101.6862718597
First_exit_9-6-20191023-00:19:47-5149,6,ResponseTimeNetwork.sink,lifeTime:mean,2188.2401779445
First_exit_9-7-20191023-00:19:48-5153,7,ResponseTimeNetwork.sink,lifeTime:mean,2032.9378289766
First_exit_9-8-20191023-00:19:49-5160,8,ResponseTimeNetwork.sink,lifeTime:mean,2105.556461033
First_exit_9-9-20191023-00:19:50-5168,9,ResponseTimeNetwork.sink,lifeTime:mean,2067.1643794235997
