exitProb,Name,Mean,lowConfInt,upConfInt
5,LifeTimeTot,2.623,2.599,2.646
5,LifeTimeU1,2.191,2.165,2.217
5,LifeTimeU2,2.911,2.879,2.944
2,LifeTimeTot,1.187,1.179,1.194
2,LifeTimeU1,1.1,1.091,1.11
2,LifeTimeU2,1.244,1.235,1.253
9,LifeTimeTot,2789.245,2680.516,2897.974
9,LifeTimeU1,29.773,28.875,30.67
9,LifeTimeU2,9484.375,9224.399,9744.352
8,LifeTimeTot,30.974,28.673,33.275
8,LifeTimeU1,8.368,8.24,8.496
8,LifeTimeU2,45.98,42.283,49.677
