exitProb,Name,Mean,lowConfInt,upConfInt
5,LifeTimeTot,7.421,7.322,7.52
5,LifeTimeU1,6.726,6.657,6.794
5,LifeTimeU2,10.156,9.879,10.433
2,LifeTimeTot,2.985,2.961,3.01
2,LifeTimeU1,2.898,2.876,2.92
2,LifeTimeU2,3.335,3.26,3.411
9,LifeTimeTot,7453.643,7336.211,7571.075
9,LifeTimeU1,7453.643,7336.211,7571.075
9,LifeTimeU2,,,
8,LifeTimeTot,1318.16,1090.312,1546.009
8,LifeTimeU1,1317.468,1089.066,1545.871
8,LifeTimeU2,11227.034,9735.886,12718.183
